행정동코드,행정동,동별 총 대수,휘발유,경유,LPG,전기,CNG,수소,기타연료,하이브리드
1132051400,창제4동,7254.0,3705.0,2514.0,734.0,34.0,7.0,3.0,12.0,244.0
1132051500,창제5동,7254.0,3705.0,2514.0,734.0,34.0,7.0,3.0,12.0,244.0
1132052100,도봉제1동,7548.0,3494.0,2720.0,936.0,35.0,144.0,2.0,12.0,205.0
1132052200,도봉제2동,7548.0,3494.0,2720.0,936.0,35.0,144.0,2.0,12.0,205.0
1132066000,쌍문제1동,5184.0,2578.0,1862.0,571.0,22.0,4.0,0.0,8.0,138.0
1132067000,쌍문제2동,5184.0,2578.0,1862.0,571.0,22.0,4.0,0.0,8.0,138.0
1132068000,쌍문제3동,5184.0,2578.0,1862.0,571.0,22.0,4.0,0.0,8.0,138.0
1132068100,쌍문제4동,5184.0,2578.0,1862.0,571.0,22.0,4.0,0.0,8.0,138.0
1132069000,방학제1동,7856.0,3721.0,2714.0,1138.0,62.0,4.0,2.0,17.0,200.0
1132070000,방학제2동,7856.0,3721.0,2714.0,1138.0,62.0,4.0,2.0,17.0,200.0
1132071000,방학제3동,7856.0,3721.0,2714.0,1138.0,62.0,4.0,2.0,17.0,200.0
1135056000,월계1동,7913.0,3960.0,2701.0,896.0,35.0,48.0,2.0,16.0,255.0
1135057000,월계2동,7913.0,3960.0,2701.0,896.0,35.0,48.0,2.0,16.0,255.0
1135058000,월계3동,7913.0,3960.0,2701.0,896.0,35.0,48.0,2.0,16.0,255.0
1135059500,공릉1동,11703.0,5861.0,3998.0,1284.0,52.0,33.0,8.0,28.0,438.0
1135060000,공릉2동,11703.0,5861.0,3998.0,1284.0,52.0,33.0,8.0,28.0,438.0
1135061100,하계1동,6926.0,3841.0,2174.0,578.0,28.0,2.0,3.0,10.0,290.0
1135061200,하계2동,6926.0,3841.0,2174.0,578.0,28.0,2.0,3.0,10.0,290.0
1135061900,중계본동,7652.0,4137.0,2470.0,685.0,30.0,2.0,2.0,16.0,309.0
1135062100,중계1동,7652.0,4137.0,2470.0,685.0,30.0,2.0,2.0,16.0,309.0
1135062400,중계4동,7652.0,4137.0,2470.0,685.0,30.0,2.0,2.0,16.0,309.0
1135062500,중계2.3동,7652.0,4137.0,2470.0,685.0,30.0,2.0,2.0,16.0,309.0
1135063000,상계1동,7601.0,3883.0,2465.0,907.0,43.0,48.0,2.0,11.0,243.0
1135064000,상계2동,7601.0,3883.0,2465.0,907.0,43.0,48.0,2.0,11.0,243.0
1135066500,상계3.4동,7601.0,3883.0,2465.0,907.0,43.0,48.0,2.0,11.0,243.0
1135067000,상계5동,7601.0,3883.0,2465.0,907.0,43.0,48.0,2.0,11.0,243.0
1135069500,상계6.7동,7601.0,3883.0,2465.0,907.0,43.0,48.0,2.0,11.0,243.0
1135070000,상계8동,7601.0,3883.0,2465.0,907.0,43.0,48.0,2.0,11.0,243.0
1135071000,상계9동,7601.0,3883.0,2465.0,907.0,43.0,48.0,2.0,11.0,243.0
1135072000,상계10동,7601.0,3883.0,2465.0,907.0,43.0,48.0,2.0,11.0,243.0
1138052000,불광제1동,8438.0,4611.0,2802.0,681.0,32.0,0.0,4.0,10.0,298.0
1138053000,불광제2동,8438.0,4611.0,2802.0,681.0,32.0,0.0,4.0,10.0,298.0
1138055100,갈현제1동,6585.0,3471.0,2311.0,589.0,20.0,0.0,2.0,12.0,179.0
1138055200,갈현제2동,6585.0,3471.0,2311.0,589.0,20.0,0.0,2.0,12.0,179.0
1138058000,응암제1동,7835.0,4171.0,2706.0,601.0,42.0,1.0,4.0,13.0,297.0
1138059000,응암제2동,7835.0,4171.0,2706.0,601.0,42.0,1.0,4.0,13.0,297.0
1138060000,응암제3동,7835.0,4171.0,2706.0,601.0,42.0,1.0,4.0,13.0,297.0
1138063100,신사제1동,7178.0,3316.0,2368.0,1228.0,40.0,4.0,9.0,10.0,204.0
1138063200,신사제2동,7178.0,3316.0,2368.0,1228.0,40.0,4.0,9.0,10.0,204.0
1141055500,북아현동,7861.0,4361.0,2589.0,454.0,61.0,19.0,4.0,10.0,363.0
1141062000,홍제제1동,4765.0,2667.0,1537.0,323.0,21.0,2.0,4.0,6.0,205.0
1141064000,홍제제3동,4765.0,2667.0,1537.0,323.0,21.0,2.0,4.0,6.0,205.0
1141065500,홍제제2동,4765.0,2667.0,1537.0,323.0,21.0,2.0,4.0,6.0,205.0
1141066000,홍은제1동,7242.0,3834.0,2423.0,627.0,43.0,38.0,4.0,13.0,260.0
1141068500,홍은제2동,7242.0,3834.0,2423.0,627.0,43.0,38.0,4.0,13.0,260.0
1141069000,남가좌제1동,6984.0,3776.0,2324.0,420.0,36.0,46.0,8.0,18.0,358.0
1141070000,남가좌제2동,6984.0,3776.0,2324.0,420.0,36.0,46.0,8.0,18.0,358.0
1141071000,북가좌제1동,8112.0,3755.0,2803.0,1185.0,46.0,27.0,6.0,24.0,266.0
1141072000,북가좌제2동,8112.0,3755.0,2803.0,1185.0,46.0,27.0,6.0,24.0,266.0
1144069000,망원제1동,5534.0,2686.0,2026.0,566.0,34.0,14.0,4.0,16.0,188.0
1144070000,망원제2동,5534.0,2686.0,2026.0,566.0,34.0,14.0,4.0,16.0,188.0
1144072000,성산제1동,14656.0,7346.0,5447.0,1127.0,105.0,23.0,12.0,31.0,565.0
1147051000,목1동,9735.0,5727.0,2963.0,508.0,49.0,4.0,6.0,20.0,457.0
1147052000,목2동,9735.0,5727.0,2963.0,508.0,49.0,4.0,6.0,20.0,457.0
1147053000,목3동,9735.0,5727.0,2963.0,508.0,49.0,4.0,6.0,20.0,457.0
1147054000,목4동,9735.0,5727.0,2963.0,508.0,49.0,4.0,6.0,20.0,457.0
1147055000,목5동,9735.0,5727.0,2963.0,508.0,49.0,4.0,6.0,20.0,457.0
1147056000,신월1동,6434.0,2816.0,2394.0,977.0,28.0,40.0,2.0,13.0,165.0
1147057000,신월2동,6434.0,2816.0,2394.0,977.0,28.0,40.0,2.0,13.0,165.0
1147058000,신월3동,6434.0,2816.0,2394.0,977.0,28.0,40.0,2.0,13.0,165.0
1147059000,신월4동,6434.0,2816.0,2394.0,977.0,28.0,40.0,2.0,13.0,165.0
1147060000,신월5동,6434.0,2816.0,2394.0,977.0,28.0,40.0,2.0,13.0,165.0
1147061000,신월6동,6434.0,2816.0,2394.0,977.0,28.0,40.0,2.0,13.0,165.0
1147061100,신월7동,6434.0,2816.0,2394.0,977.0,28.0,40.0,2.0,13.0,165.0
1147062000,신정1동,9633.0,5233.0,3169.0,673.0,60.0,53.0,5.0,20.0,420.0
1147063000,신정2동,9633.0,5233.0,3169.0,673.0,60.0,53.0,5.0,20.0,420.0
1147064000,신정3동,9633.0,5233.0,3169.0,673.0,60.0,53.0,5.0,20.0,420.0
1147065000,신정4동,9633.0,5233.0,3169.0,673.0,60.0,53.0,5.0,20.0,420.0
1147067000,신정6동,9633.0,5233.0,3169.0,673.0,60.0,53.0,5.0,20.0,420.0
1147068000,신정7동,9633.0,5233.0,3169.0,673.0,60.0,53.0,5.0,20.0,420.0
1150052000,등촌제1동,8349.0,4496.0,2727.0,737.0,39.0,2.0,5.0,16.0,329.0
1150053000,등촌제2동,8349.0,4496.0,2727.0,737.0,39.0,2.0,5.0,16.0,329.0
1150053500,등촌제3동,8349.0,4496.0,2727.0,737.0,39.0,2.0,5.0,16.0,329.0
1150054000,화곡제1동,9229.0,4809.0,3240.0,810.0,40.0,2.0,4.0,16.0,308.0
1150055000,화곡제2동,9229.0,4809.0,3240.0,810.0,40.0,2.0,4.0,16.0,308.0
1150056000,화곡제3동,9229.0,4809.0,3240.0,810.0,40.0,2.0,4.0,16.0,308.0
1150057000,화곡제4동,9229.0,4809.0,3240.0,810.0,40.0,2.0,4.0,16.0,308.0
1150059000,화곡본동,9229.0,4809.0,3240.0,810.0,40.0,2.0,4.0,16.0,308.0
1150059100,화곡제6동,9229.0,4809.0,3240.0,810.0,40.0,2.0,4.0,16.0,308.0
1150059300,화곡제8동,9229.0,4809.0,3240.0,810.0,40.0,2.0,4.0,16.0,308.0
1150060400,가양제2동,12278.0,6332.0,4174.0,1079.0,62.0,10.0,8.0,8.0,605.0
1150060500,가양제3동,12278.0,6332.0,4174.0,1079.0,62.0,10.0,8.0,8.0,605.0
1150064100,방화제3동,26195.0,11994.0,8362.0,4743.0,124.0,118.0,6.0,30.0,818.0
1153052000,구로제1동,10724.0,4803.0,4126.0,1028.0,339.0,47.0,22.0,20.0,339.0
1153053000,구로제2동,10724.0,4803.0,4126.0,1028.0,339.0,47.0,22.0,20.0,339.0
1153054000,구로제3동,10724.0,4803.0,4126.0,1028.0,339.0,47.0,22.0,20.0,339.0
1153055000,구로제4동,10724.0,4803.0,4126.0,1028.0,339.0,47.0,22.0,20.0,339.0
1153056000,구로제5동,10724.0,4803.0,4126.0,1028.0,339.0,47.0,22.0,20.0,339.0
1153072000,고척제1동,8374.0,4036.0,3316.0,704.0,38.0,6.0,3.0,16.0,255.0
1153073000,고척제2동,8374.0,4036.0,3316.0,704.0,38.0,6.0,3.0,16.0,255.0
1153074000,개봉제1동,8664.0,4342.0,3210.0,738.0,32.0,42.0,3.0,19.0,279.0
1153075000,개봉제2동,8664.0,4342.0,3210.0,738.0,32.0,42.0,3.0,19.0,279.0
1153076000,개봉제3동,8664.0,4342.0,3210.0,738.0,32.0,42.0,3.0,19.0,279.0
1153077000,오류제1동,14424.0,7091.0,5284.0,1464.0,68.0,3.0,10.0,34.0,470.0
1154561000,독산제1동,8680.0,4084.0,3422.0,848.0,37.0,8.0,3.0,12.0,266.0
1154562000,독산제2동,8680.0,4084.0,3422.0,848.0,37.0,8.0,3.0,12.0,266.0
1154563000,독산제3동,8680.0,4084.0,3422.0,848.0,37.0,8.0,3.0,12.0,266.0
1154564000,독산제4동,8680.0,4084.0,3422.0,848.0,37.0,8.0,3.0,12.0,266.0
1154567000,시흥제1동,7002.0,3268.0,2809.0,639.0,33.0,42.0,1.0,10.0,198.0
1154568000,시흥제2동,7002.0,3268.0,2809.0,639.0,33.0,42.0,1.0,10.0,198.0
1154569000,시흥제3동,7002.0,3268.0,2809.0,639.0,33.0,42.0,1.0,10.0,198.0
1154570000,시흥제4동,7002.0,3268.0,2809.0,639.0,33.0,42.0,1.0,10.0,198.0
1154571000,시흥제5동,7002.0,3268.0,2809.0,639.0,33.0,42.0,1.0,10.0,198.0
1156063000,신길제1동,6185.0,3207.0,2238.0,459.0,30.0,2.0,3.0,9.0,238.0
1156065000,신길제3동,6185.0,3207.0,2238.0,459.0,30.0,2.0,3.0,9.0,238.0
1156066000,신길제4동,6185.0,3207.0,2238.0,459.0,30.0,2.0,3.0,9.0,238.0
1156068000,신길제6동,6185.0,3207.0,2238.0,459.0,30.0,2.0,3.0,9.0,238.0
1156069000,신길제7동,6185.0,3207.0,2238.0,459.0,30.0,2.0,3.0,9.0,238.0
1156070000,대림제1동,5771.0,2621.0,2406.0,549.0,24.0,0.0,3.0,3.0,164.0
1156071000,대림제2동,5771.0,2621.0,2406.0,549.0,24.0,0.0,3.0,3.0,164.0
1156072000,대림제3동,5771.0,2621.0,2406.0,549.0,24.0,0.0,3.0,3.0,164.0
1159052000,노량진제2동,8042.0,4309.0,2753.0,606.0,56.0,6.0,5.0,11.0,296.0
1159054000,상도제2동,10564.0,5837.0,3383.0,798.0,50.0,5.0,9.0,11.0,472.0
1159055000,상도제3동,10564.0,5837.0,3383.0,798.0,50.0,5.0,9.0,11.0,472.0
1159056000,상도제4동,10564.0,5837.0,3383.0,798.0,50.0,5.0,9.0,11.0,472.0
1159062000,사당제1동,6673.0,3745.0,2140.0,449.0,32.0,4.0,4.0,8.0,293.0
1159064000,사당제3동,6673.0,3745.0,2140.0,449.0,32.0,4.0,4.0,8.0,293.0
1159065000,사당제4동,6673.0,3745.0,2140.0,449.0,32.0,4.0,4.0,8.0,293.0
1159065100,사당제5동,6673.0,3745.0,2140.0,449.0,32.0,4.0,4.0,8.0,293.0
1159067000,신대방제1동,6620.0,3505.0,2419.0,385.0,44.0,0.0,6.0,10.0,252.0
1159068000,신대방제2동,6620.0,3505.0,2419.0,385.0,44.0,0.0,6.0,10.0,252.0
1162052500,보라매동,6058.0,3211.0,2043.0,505.0,33.0,4.0,3.0,9.0,248.0
1162054500,청림동,6058.0,3211.0,2043.0,505.0,33.0,4.0,3.0,9.0,248.0
1162056500,성현동,6058.0,3211.0,2043.0,505.0,33.0,4.0,3.0,9.0,248.0
1162057500,행운동,6058.0,3211.0,2043.0,505.0,33.0,4.0,3.0,9.0,248.0
1162058500,낙성대동,6058.0,3211.0,2043.0,505.0,33.0,4.0,3.0,9.0,248.0
1162059500,청룡동,6058.0,3211.0,2043.0,505.0,33.0,4.0,3.0,9.0,248.0
1162060500,은천동,6058.0,3211.0,2043.0,505.0,33.0,4.0,3.0,9.0,248.0
1162061500,중앙동,6058.0,3211.0,2043.0,505.0,33.0,4.0,3.0,9.0,248.0
1162062500,인헌동,6058.0,3211.0,2043.0,505.0,33.0,4.0,3.0,9.0,248.0
1162064500,서원동,5390.0,2693.0,1957.0,520.0,26.0,17.0,2.0,7.0,168.0
1162065500,신원동,5390.0,2693.0,1957.0,520.0,26.0,17.0,2.0,7.0,168.0
1162066500,서림동,5390.0,2693.0,1957.0,520.0,26.0,17.0,2.0,7.0,168.0
1162068500,신사동,5390.0,2693.0,1957.0,520.0,26.0,17.0,2.0,7.0,168.0
1162069500,신림동,5390.0,2693.0,1957.0,520.0,26.0,17.0,2.0,7.0,168.0
1162071500,난향동,5390.0,2693.0,1957.0,520.0,26.0,17.0,2.0,7.0,168.0
1162072500,조원동,5390.0,2693.0,1957.0,520.0,26.0,17.0,2.0,7.0,168.0
1162073500,대학동,5390.0,2693.0,1957.0,520.0,26.0,17.0,2.0,7.0,168.0
1162074500,삼성동,5390.0,2693.0,1957.0,520.0,26.0,17.0,2.0,7.0,168.0
1162076500,미성동,5390.0,2693.0,1957.0,520.0,26.0,17.0,2.0,7.0,168.0
1162077500,난곡동,5390.0,2693.0,1957.0,520.0,26.0,17.0,2.0,7.0,168.0
1165051000,서초1동,17310.0,10017.0,5467.0,434.0,408.0,9.0,14.0,48.0,913.0
1165052000,서초2동,17310.0,10017.0,5467.0,434.0,408.0,9.0,14.0,48.0,913.0
1165053100,서초4동,17310.0,10017.0,5467.0,434.0,408.0,9.0,14.0,48.0,913.0
1165054000,잠원동,8878.0,5651.0,2370.0,266.0,46.0,1.0,4.0,14.0,525.0
1165055000,반포본동,6945.0,4290.0,1979.0,170.0,99.0,0.0,5.0,14.0,388.0
1165056000,반포1동,6945.0,4290.0,1979.0,170.0,99.0,0.0,5.0,14.0,388.0
1165057000,반포2동,6945.0,4290.0,1979.0,170.0,99.0,0.0,5.0,14.0,388.0
1165058000,반포3동,8878.0,5651.0,2370.0,266.0,46.0,1.0,4.0,14.0,525.0
1165058100,반포4동,6945.0,4290.0,1979.0,170.0,99.0,0.0,5.0,14.0,388.0
1165059000,방배본동,7679.0,4406.0,2380.0,352.0,55.0,60.0,6.0,11.0,409.0
1165060000,방배1동,7679.0,4406.0,2380.0,352.0,55.0,60.0,6.0,11.0,409.0
1165061000,방배2동,7679.0,4406.0,2380.0,352.0,55.0,60.0,6.0,11.0,409.0
1165062000,방배3동,7679.0,4406.0,2380.0,352.0,55.0,60.0,6.0,11.0,409.0
1165062100,방배4동,7679.0,4406.0,2380.0,352.0,55.0,60.0,6.0,11.0,409.0
1168052100,논현1동,10460.0,5898.0,3672.0,394.0,76.0,4.0,5.0,27.0,384.0
1168053100,논현2동,10460.0,5898.0,3672.0,394.0,76.0,4.0,5.0,27.0,384.0
1168058000,삼성1동,10160.0,5980.0,3164.0,324.0,116.0,16.0,6.0,48.0,502.0
1168059000,삼성2동,10160.0,5980.0,3164.0,324.0,116.0,16.0,6.0,48.0,502.0
1168060000,대치1동,12998.0,6820.0,2923.0,356.0,2063.0,2.0,8.0,15.0,811.0
1168061000,대치2동,12998.0,6820.0,2923.0,356.0,2063.0,2.0,8.0,15.0,811.0
1168063000,대치4동,12998.0,6820.0,2923.0,356.0,2063.0,2.0,8.0,15.0,811.0
1168064000,역삼1동,18314.0,9646.0,5290.0,656.0,340.0,4.0,7.0,39.0,2332.0
1168065000,역삼2동,18314.0,9646.0,5290.0,656.0,340.0,4.0,7.0,39.0,2332.0
1168065500,도곡1동,11354.0,7160.0,3124.0,260.0,104.0,2.0,12.0,65.0,626.0
1168065600,도곡2동,11354.0,7160.0,3124.0,260.0,104.0,2.0,12.0,65.0,626.0
1168066000,개포1동,11464.0,6626.0,3420.0,581.0,94.0,86.0,8.0,16.0,632.0
1168069000,개포4동,11464.0,6626.0,3420.0,581.0,94.0,86.0,8.0,16.0,632.0
1168075000,수서동,8293.0,4521.0,2436.0,779.0,56.0,1.0,6.0,7.0,487.0
1171051000,풍납1동,6136.0,3233.0,1975.0,606.0,36.0,2.0,6.0,11.0,266.0
1171052000,풍납2동,6136.0,3233.0,1975.0,606.0,36.0,2.0,6.0,11.0,266.0
1171053100,거여1동,5938.0,3080.0,2084.0,505.0,30.0,2.0,4.0,8.0,224.0
1171053200,거여2동,5938.0,3080.0,2084.0,505.0,30.0,2.0,4.0,8.0,224.0
1171054000,마천1동,5904.0,2594.0,2270.0,790.0,34.0,52.0,3.0,10.0,151.0
1171055000,마천2동,5904.0,2594.0,2270.0,790.0,34.0,52.0,3.0,10.0,151.0
1171056100,방이1동,7136.0,4025.0,2304.0,372.0,42.0,1.0,5.0,15.0,373.0
1171056200,방이2동,7136.0,4025.0,2304.0,372.0,42.0,1.0,5.0,15.0,373.0
1171056600,오륜동,7136.0,4025.0,2304.0,372.0,42.0,1.0,5.0,15.0,373.0
1171058000,송파1동,7262.0,3969.0,2458.0,455.0,38.0,0.0,6.0,13.0,324.0
1171059000,송파2동,7262.0,3969.0,2458.0,455.0,38.0,0.0,6.0,13.0,324.0
1171062000,가락본동,11681.0,6288.0,3912.0,755.0,79.0,2.0,9.0,35.0,601.0
1171063100,가락1동,11681.0,6288.0,3912.0,755.0,79.0,2.0,9.0,35.0,601.0
1171063200,가락2동,11681.0,6288.0,3912.0,755.0,79.0,2.0,9.0,35.0,601.0
1171064100,문정1동,29434.0,15626.0,10690.0,1423.0,186.0,11.0,21.0,62.0,1415.0
1171065000,잠실본동,9215.0,5708.0,2542.0,368.0,68.0,2.0,5.0,21.0,501.0
1171067000,잠실2동,9215.0,5708.0,2542.0,368.0,68.0,2.0,5.0,21.0,501.0
1171068000,잠실3동,9215.0,5708.0,2542.0,368.0,68.0,2.0,5.0,21.0,501.0
1171069000,잠실4동,11374.0,4390.0,6232.0,224.0,80.0,8.0,4.0,35.0,402.0
1171071000,잠실6동,11374.0,4390.0,6232.0,224.0,80.0,8.0,4.0,35.0,402.0
1171072000,잠실7동,9215.0,5708.0,2542.0,368.0,68.0,2.0,5.0,21.0,501.0
1174052500,상일제1동,8438.0,4634.0,2663.0,533.0,75.0,3.0,17.0,20.0,492.0
1174052600,상일제2동,8438.0,4634.0,2663.0,533.0,75.0,3.0,17.0,20.0,492.0
1174053000,명일제1동,7087.0,4026.0,2164.0,480.0,42.0,4.0,6.0,14.0,351.0
1174054000,명일제2동,7087.0,4026.0,2164.0,480.0,42.0,4.0,6.0,14.0,351.0
1174055000,고덕제1동,8344.0,4538.0,2751.0,480.0,72.0,1.0,12.0,24.0,466.0
1174056000,고덕제2동,8344.0,4538.0,2751.0,480.0,72.0,1.0,12.0,24.0,466.0
1174057000,암사제1동,7229.0,3780.0,2445.0,628.0,35.0,2.0,5.0,14.0,319.0
1174058000,암사제2동,7229.0,3780.0,2445.0,628.0,35.0,2.0,5.0,14.0,319.0
1174059000,암사제3동,7229.0,3780.0,2445.0,628.0,35.0,2.0,5.0,14.0,319.0
1174060000,천호제1동,8626.0,4195.0,3223.0,851.0,44.0,2.0,8.0,17.0,287.0
1174061000,천호제2동,8626.0,4195.0,3223.0,851.0,44.0,2.0,8.0,17.0,287.0
1174062000,천호제3동,8626.0,4195.0,3223.0,851.0,44.0,2.0,8.0,17.0,287.0
1174064000,성내제1동,7395.0,3650.0,2682.0,724.0,52.0,5.0,9.0,16.0,258.0
1174065000,성내제2동,7395.0,3650.0,2682.0,724.0,52.0,5.0,9.0,16.0,258.0
1174066000,성내제3동,7395.0,3650.0,2682.0,724.0,52.0,5.0,9.0,16.0,258.0
1174069000,둔촌제1동,4332.0,2197.0,1515.0,418.0,20.0,1.0,3.0,8.0,171.0
1174070000,둔촌제2동,4332.0,2197.0,1515.0,418.0,20.0,1.0,3.0,8.0,171.0
