사용본거지법정동명,동별 총 대수,휘발유,경유,LPG,전기,CNG,수소,기타연료,하이브리드,행정동코드,읍면동명
서울특별시 종로구 청운동,768,451,241,22,9,0,0,2,43,1111051500,청운효자동
서울특별시 종로구 신교동,362,200,116,25,3,0,1,0,17,1111051500,청운효자동
서울특별시 종로구 궁정동,40,21,12,2,0,0,0,0,5,1111051500,청운효자동
서울특별시 종로구 효자동,185,107,63,4,1,0,0,0,10,1111051500,청운효자동
서울특별시 종로구 창성동,162,90,62,2,1,0,0,0,7,1111051500,청운효자동
서울특별시 종로구 통의동,126,66,44,7,0,0,1,0,8,1111053000,사직동
서울특별시 종로구 적선동,168,79,77,5,1,0,0,0,6,1111053000,사직동
서울특별시 종로구 통인동,190,112,55,13,0,0,0,0,10,1111051500,청운효자동
서울특별시 종로구 누상동,790,429,254,63,6,0,1,2,35,1111051500,청운효자동
서울특별시 종로구 누하동,219,99,94,15,1,0,0,0,10,1111051500,청운효자동
서울특별시 종로구 옥인동,591,329,181,30,7,0,1,18,25,1111051500,청운효자동
서울특별시 종로구 체부동,158,84,54,12,0,0,0,0,8,1111053000,사직동
서울특별시 종로구 필운동,309,167,117,11,1,0,0,1,12,1111053000,사직동
서울특별시 종로구 내자동,3213,1227,1851,3,64,0,5,5,58,1111053000,사직동
서울특별시 종로구 사직동,1065,656,299,32,9,0,3,1,65,1111053000,사직동
서울특별시 종로구 도렴동,117,78,31,0,0,0,0,1,7,1111053000,사직동
서울특별시 종로구 당주동,291,177,86,12,1,0,0,5,10,1111053000,사직동
서울특별시 종로구 내수동,1210,729,336,18,11,0,1,51,64,1111053000,사직동
서울특별시 종로구 세종로,384,187,146,1,14,0,13,0,23,1111061500,종로1.2.3.4가동
서울특별시 종로구 세종로,384,187,146,1,14,0,13,0,23,1111061500,종로1.2.3.4가동
서울특별시 종로구 세종로,384,187,146,1,14,0,13,0,23,1111061500,종로1.2.3.4가동
서울특별시 종로구 신문로1가,828,457,291,15,8,2,0,0,55,1111053000,사직동
서울특별시 종로구 신문로2가,499,207,239,15,14,0,0,0,24,1111053000,사직동
서울특별시 종로구 청진동,237,180,43,4,0,0,0,0,10,1111061500,종로1.2.3.4가동
서울특별시 종로구 서린동,318,114,176,9,4,0,2,1,12,1111061500,종로1.2.3.4가동
서울특별시 종로구 수송동,744,282,340,14,33,19,2,24,30,1111061500,종로1.2.3.4가동
서울특별시 종로구 중학동,70,39,24,0,0,0,0,0,7,1111061500,종로1.2.3.4가동
서울특별시 종로구 종로1가,287,130,133,15,0,0,0,0,9,1111061500,종로1.2.3.4가동
서울특별시 종로구 공평동,146,105,29,0,3,0,1,0,8,1111061500,종로1.2.3.4가동
서울특별시 종로구 관훈동,165,77,74,5,1,0,1,2,5,1111061500,종로1.2.3.4가동
서울특별시 종로구 견지동,231,139,71,6,0,0,0,0,15,1111061500,종로1.2.3.4가동
서울특별시 종로구 와룡동,87,38,41,3,1,0,0,0,4,1111061500,종로1.2.3.4가동
서울특별시 종로구 와룡동,87,38,41,3,1,0,0,0,4,1111061500,종로1.2.3.4가동
서울특별시 종로구 권농동,67,37,16,11,2,0,0,0,1,1111061500,종로1.2.3.4가동
서울특별시 종로구 운니동,155,56,90,4,1,0,0,0,4,1111061500,종로1.2.3.4가동
서울특별시 종로구 익선동,303,170,110,14,0,0,0,0,9,1111061500,종로1.2.3.4가동
서울특별시 종로구 경운동,215,116,86,8,1,0,0,0,4,1111061500,종로1.2.3.4가동
서울특별시 종로구 관철동,455,118,54,32,46,0,0,1,204,1111061500,종로1.2.3.4가동
서울특별시 종로구 인사동,231,142,81,3,1,0,0,1,3,1111061500,종로1.2.3.4가동
서울특별시 종로구 낙원동,292,146,117,14,2,0,1,0,12,1111061500,종로1.2.3.4가동
서울특별시 종로구 종로2가,196,85,82,27,0,0,0,0,2,1111061500,종로1.2.3.4가동
서울특별시 종로구 팔판동,92,53,28,7,2,0,0,0,2,1111054000,삼청동
서울특별시 종로구 삼청동,399,223,134,21,4,0,0,2,15,1111054000,삼청동
서울특별시 종로구 안국동,140,74,59,3,0,0,0,0,4,1111054000,삼청동
서울특별시 종로구 소격동,52,29,19,1,0,0,0,0,3,1111054000,삼청동
서울특별시 종로구 화동,50,29,19,1,0,0,0,0,1,1111054000,삼청동
서울특별시 종로구 사간동,60,28,21,6,2,0,0,1,2,1111054000,삼청동
서울특별시 종로구 송현동,2,1,1,0,0,0,0,0,0,1111054000,삼청동
서울특별시 종로구 가회동,299,171,96,10,8,0,0,1,13,1111060000,가회동
서울특별시 종로구 재동,175,69,105,0,0,0,0,0,1,1111060000,가회동
서울특별시 종로구 계동,339,147,153,18,5,0,6,0,10,1111060000,가회동
서울특별시 종로구 원서동,448,242,157,24,1,1,1,0,22,1111060000,가회동
서울특별시 종로구 훈정동,1,0,1,0,0,0,0,0,0,1111061500,종로1.2.3.4가동
서울특별시 종로구 묘동,83,47,27,4,1,0,0,1,3,1111061500,종로1.2.3.4가동
서울특별시 종로구 봉익동,96,46,45,1,0,1,0,0,3,1111061500,종로1.2.3.4가동
서울특별시 종로구 돈의동,187,71,93,17,1,0,0,0,5,1111061500,종로1.2.3.4가동
서울특별시 종로구 장사동,302,135,148,6,3,0,0,0,10,1111061500,종로1.2.3.4가동
서울특별시 종로구 관수동,194,87,96,5,1,0,0,0,5,1111061500,종로1.2.3.4가동
서울특별시 종로구 종로3가,78,41,32,1,0,1,0,0,3,1111061500,종로1.2.3.4가동
서울특별시 종로구 인의동,453,263,154,9,6,0,1,1,19,1111061500,종로1.2.3.4가동
서울특별시 종로구 예지동,72,34,31,3,0,0,0,0,4,1111061500,종로1.2.3.4가동
서울특별시 종로구 원남동,258,88,155,9,1,0,0,0,5,1111061500,종로1.2.3.4가동
서울특별시 종로구 연지동,420,189,191,26,3,0,0,1,10,1111063000,종로5.6가동
서울특별시 종로구 종로4가,30,19,7,3,1,0,0,0,0,1111061500,종로1.2.3.4가동
서울특별시 종로구 효제동,228,110,98,13,0,0,0,0,7,1111063000,종로5.6가동
서울특별시 종로구 종로5가,101,61,28,6,0,1,0,1,4,1111063000,종로5.6가동
서울특별시 종로구 종로6가,466,170,252,24,4,0,1,4,11,1111063000,종로5.6가동
서울특별시 종로구 이화동,470,237,175,31,12,1,0,5,9,1111064000,이화동
서울특별시 종로구 연건동,349,167,149,11,0,0,2,0,20,1111064000,이화동
서울특별시 종로구 충신동,601,287,229,63,1,0,0,0,21,1111063000,종로5.6가동
서울특별시 종로구 동숭동,894,514,291,55,11,0,0,1,22,1111064000,이화동
서울특별시 종로구 혜화동,819,416,229,50,3,82,0,0,39,1111065000,혜화동
서울특별시 종로구 명륜1가,926,524,306,61,4,0,1,1,29,1111065000,혜화동
서울특별시 종로구 명륜2가,754,469,198,41,6,0,0,2,38,1111065000,혜화동
서울특별시 종로구 명륜4가,174,88,71,7,1,0,0,0,7,1111065000,혜화동
서울특별시 종로구 명륜3가,861,433,305,82,7,0,0,2,32,1111065000,혜화동
서울특별시 종로구 창신동,4311,2141,1691,325,17,5,1,7,124,1111067000,창신제1동
서울특별시 종로구 창신동,4311,2141,1691,325,17,5,1,7,124,1111067000,창신제1동
서울특별시 종로구 창신동,4311,2141,1691,325,17,5,1,7,124,1111067000,창신제1동
서울특별시 종로구 숭인동,3737,1950,1386,274,14,2,0,6,105,1111070000,숭인제1동
서울특별시 종로구 숭인동,3737,1950,1386,274,14,2,0,6,105,1111070000,숭인제1동
서울특별시 종로구 교남동,227,148,51,8,2,0,0,1,17,1111058000,교남동
서울특별시 종로구 평동,595,333,187,12,10,0,1,5,47,1111058000,교남동
서울특별시 종로구 송월동,346,227,88,7,4,0,0,0,20,1111058000,교남동
서울특별시 종로구 홍파동,566,343,149,18,5,0,1,2,48,1111058000,교남동
서울특별시 종로구 교북동,302,182,91,7,3,0,0,1,18,1111058000,교남동
서울특별시 종로구 행촌동,882,452,304,75,5,4,0,2,40,1111058000,교남동
서울특별시 종로구 구기동,1979,1150,609,73,13,1,1,6,126,1111056000,평창동
서울특별시 종로구 평창동,4592,2715,1396,141,48,0,3,11,278,1111056000,평창동
서울특별시 종로구 부암동,1480,856,462,65,14,0,2,5,76,1111055000,부암동
서울특별시 종로구 홍지동,522,314,160,22,0,0,0,0,26,1111055000,부암동
서울특별시 종로구 신영동,1157,605,420,60,11,0,0,1,60,1111055000,부암동
서울특별시 종로구 무악동,2834,1494,973,170,17,0,6,3,171,1111057000,무악동
서울특별시 중구 무교동,218,132,60,12,4,0,0,0,10,1114055000,명동
서울특별시 중구 다동,232,113,73,2,3,0,0,1,40,1114055000,명동
서울특별시 중구 태평로1가,1029,204,464,251,70,5,7,1,27,1114055000,명동
서울특별시 중구 을지로1가,125,63,53,3,1,0,1,1,3,1114055000,명동
서울특별시 중구 을지로2가,1036,319,476,67,33,0,0,87,54,1114055000,명동
서울특별시 중구 남대문로1가,17,8,8,0,0,0,0,0,1,1114055000,명동
서울특별시 중구 삼각동,166,94,51,1,0,0,0,0,20,1114055000,명동
서울특별시 중구 수하동,196,98,61,1,5,0,0,2,29,1114055000,명동
서울특별시 중구 장교동,157,96,50,1,0,0,0,4,6,1114055000,명동
서울특별시 중구 수표동,426,150,226,19,22,0,1,0,8,1114055000,명동
서울특별시 중구 소공동,482,317,142,2,0,0,0,1,20,1114052000,소공동
서울특별시 중구 남창동,247,116,115,13,0,0,0,0,3,1114054000,회현동
서울특별시 중구 북창동,241,117,92,10,0,0,0,9,13,1114052000,소공동
서울특별시 중구 태평로2가,412,126,59,3,216,0,1,2,5,1114052000,소공동
서울특별시 중구 남대문로2가,314,39,270,1,0,0,0,3,1,1114055000,명동
서울특별시 중구 남대문로2가,314,39,270,1,0,0,0,3,1,1114055000,명동
서울특별시 중구 남대문로3가,37,11,14,0,0,0,0,0,12,1114052000,소공동
서울특별시 중구 남대문로3가,37,11,14,0,0,0,0,0,12,1114052000,소공동
서울특별시 중구 남대문로4가,135,91,42,0,0,0,0,0,2,1114052000,소공동
서울특별시 중구 남대문로4가,135,91,42,0,0,0,0,0,2,1114052000,소공동
서울특별시 중구 남대문로5가,10328,5675,4010,10,131,0,1,3,498,1114054000,회현동
서울특별시 중구 봉래동1가,167,49,107,3,0,0,1,1,6,1114052000,소공동
서울특별시 중구 봉래동1가,167,49,107,3,0,0,1,1,6,1114052000,소공동
서울특별시 중구 봉래동2가,50,8,34,3,1,0,0,0,4,1114054000,회현동
서울특별시 중구 회현동1가,1172,617,442,41,13,0,1,1,57,1114055000,명동
서울특별시 중구 회현동1가,1172,617,442,41,13,0,1,1,57,1114055000,명동
서울특별시 중구 회현동2가,1731,826,795,8,11,0,0,4,87,1114055000,명동
서울특별시 중구 회현동2가,1731,826,795,8,11,0,0,4,87,1114055000,명동
서울특별시 중구 회현동3가,47,28,19,0,0,0,0,0,0,1114055000,명동
서울특별시 중구 충무로1가,165,77,73,11,0,0,1,0,3,1114055000,명동
서울특별시 중구 충무로1가,165,77,73,11,0,0,1,0,3,1114055000,명동
서울특별시 중구 충무로2가,339,213,99,11,3,1,0,1,11,1114055000,명동
서울특별시 중구 명동1가,82,44,34,2,1,0,0,0,1,1114055000,명동
서울특별시 중구 명동2가,468,141,301,11,4,0,0,0,11,1114055000,명동
서울특별시 중구 남산동1가,90,36,34,8,6,0,0,0,6,1114055000,명동
서울특별시 중구 남산동2가,223,113,91,9,0,2,0,0,8,1114055000,명동
서울특별시 중구 남산동3가,50,26,20,0,0,0,0,1,3,1114055000,명동
서울특별시 중구 저동1가,76,57,15,2,0,0,0,0,2,1114055000,명동
서울특별시 중구 충무로4가,618,345,213,21,3,0,0,0,36,1114057000,필동
서울특별시 중구 충무로4가,618,345,213,21,3,0,0,0,36,1114057000,필동
서울특별시 중구 충무로5가,273,150,101,6,4,0,0,0,12,1114057000,필동
서울특별시 중구 충무로5가,273,150,101,6,4,0,0,0,12,1114057000,필동
서울특별시 중구 인현동2가,183,85,73,16,0,0,0,1,8,1114059000,광희동
서울특별시 중구 예관동,246,62,134,8,29,7,0,1,5,1114059000,광희동
서울특별시 중구 묵정동,310,153,130,16,1,0,0,0,10,1114057000,필동
서울특별시 중구 묵정동,310,153,130,16,1,0,0,0,10,1114057000,필동
서울특별시 중구 필동1가,159,98,50,5,0,0,0,0,6,1114057000,필동
서울특별시 중구 필동2가,499,272,174,22,5,1,0,4,21,1114057000,필동
서울특별시 중구 필동3가,376,195,133,26,3,0,0,1,18,1114057000,필동
서울특별시 중구 남학동,19,11,8,0,0,0,0,0,0,1114057000,필동
서울특별시 중구 주자동,46,25,17,4,0,0,0,0,0,1114057000,필동
서울특별시 중구 예장동,357,149,146,22,18,0,1,3,18,1114055000,명동
서울특별시 중구 예장동,357,149,146,22,18,0,1,3,18,1114055000,명동
서울특별시 중구 장충동1가,576,303,202,40,9,0,2,3,17,1114058000,장충동
서울특별시 중구 장충동2가,758,330,315,65,16,0,1,7,24,1114057000,필동
서울특별시 중구 장충동2가,758,330,315,65,16,0,1,7,24,1114057000,필동
서울특별시 중구 광희동1가,232,99,109,16,1,0,1,0,6,1114059000,광희동
서울특별시 중구 광희동2가,232,104,98,22,0,0,0,3,5,1114059000,광희동
서울특별시 중구 쌍림동,300,135,128,24,3,1,0,0,9,1114059000,광희동
서울특별시 중구 을지로6가,250,111,112,10,2,0,2,1,12,1114059000,광희동
서울특별시 중구 을지로7가,49,23,18,3,0,0,0,5,0,1114059000,광희동
서울특별시 중구 을지로4가,138,70,57,3,1,0,0,1,6,1114060500,을지로동
서울특별시 중구 을지로5가,216,91,102,12,2,0,0,0,9,1114060500,을지로동
서울특별시 중구 주교동,169,82,79,5,0,0,0,1,2,1114060500,을지로동
서울특별시 중구 방산동,42,14,26,1,1,0,0,0,0,1114060500,을지로동
서울특별시 중구 오장동,304,128,136,34,0,0,0,0,6,1114059000,광희동
서울특별시 중구 을지로3가,410,195,186,15,0,0,1,0,13,1114060500,을지로동
서울특별시 중구 입정동,141,49,79,10,1,0,0,0,2,1114060500,을지로동
서울특별시 중구 산림동,170,74,88,5,1,0,0,0,2,1114060500,을지로동
서울특별시 중구 충무로3가,261,148,86,9,4,0,2,0,12,1114057000,필동
서울특별시 중구 초동,153,79,65,5,0,0,0,0,4,1114060500,을지로동
서울특별시 중구 인현동1가,118,43,65,7,0,2,0,0,1,1114060500,을지로동
서울특별시 중구 저동2가,209,121,75,5,2,0,0,0,6,1114060500,을지로동
서울특별시 중구 신당동,20224,10430,7303,1593,120,4,10,46,718,1114061500,신당동
서울특별시 중구 신당동,20224,10430,7303,1593,120,4,10,46,718,1114061500,신당동
서울특별시 중구 신당동,20224,10430,7303,1593,120,4,10,46,718,1114061500,신당동
서울특별시 중구 신당동,20224,10430,7303,1593,120,4,10,46,718,1114061500,신당동
서울특별시 중구 신당동,20224,10430,7303,1593,120,4,10,46,718,1114061500,신당동
서울특별시 중구 신당동,20224,10430,7303,1593,120,4,10,46,718,1114061500,신당동
서울특별시 중구 흥인동,752,436,271,22,2,0,0,1,20,1114061500,신당동
서울특별시 중구 무학동,128,40,67,4,11,0,0,1,5,1114061500,신당동
서울특별시 중구 황학동,3456,1777,1373,145,27,0,2,10,122,1114067000,황학동
서울특별시 중구 서소문동,1280,256,939,36,12,1,0,25,11,1114052000,소공동
서울특별시 중구 정동,375,174,169,13,3,0,1,0,15,1114052000,소공동
서울특별시 중구 순화동,1297,661,473,37,12,1,0,48,65,1114052000,소공동
서울특별시 중구 순화동,1297,661,473,37,12,1,0,48,65,1114052000,소공동
서울특별시 중구 의주로1가,74,45,26,1,0,0,0,0,2,1114052000,소공동
서울특별시 중구 충정로1가,28,13,15,0,0,0,0,0,0,1114052000,소공동
서울특별시 중구 중림동,1805,982,647,94,14,0,0,0,68,1114068000,중림동
서울특별시 중구 의주로2가,3,1,2,0,0,0,0,0,0,1114068000,중림동
서울특별시 중구 만리동1가,533,240,237,15,5,9,0,0,27,1114068000,중림동
서울특별시 중구 만리동2가,1532,906,443,60,17,1,2,5,98,1114068000,중림동
서울특별시 용산구 후암동,4040,2138,1454,283,32,9,3,1,120,1117051000,후암동
서울특별시 용산구 용산동2가,2144,1141,749,182,14,1,1,1,55,1117052000,용산2가동
서울특별시 용산구 용산동4가,4,4,0,0,0,0,0,0,0,1117052000,용산2가동
서울특별시 용산구 갈월동,1358,647,508,56,8,0,1,4,134,1117053000,남영동
서울특별시 용산구 남영동,265,128,108,12,1,0,0,12,4,1117053000,남영동
서울특별시 용산구 용산동1가,9,5,2,0,2,0,0,0,0,1117053000,남영동
서울특별시 용산구 동자동,965,524,339,44,6,0,0,7,45,1117053000,남영동
서울특별시 용산구 서계동,1266,589,509,132,4,0,1,2,29,1117055500,청파동
서울특별시 용산구 청파동1가,1665,879,617,95,8,0,0,5,61,1117055500,청파동
서울특별시 용산구 청파동2가,622,324,224,47,6,0,0,0,21,1117055500,청파동
서울특별시 용산구 청파동3가,741,394,267,53,3,0,1,2,21,1117055500,청파동
서울특별시 용산구 원효로1가,2092,1096,790,95,22,3,1,4,81,1117056000,원효로제1동
서울특별시 용산구 원효로2가,754,370,313,45,2,0,0,0,24,1117056000,원효로제1동
서울특별시 용산구 신창동,631,331,223,42,3,0,0,1,31,1117057000,원효로제2동
서울특별시 용산구 산천동,1680,960,528,97,7,0,0,1,87,1117057000,원효로제2동
서울특별시 용산구 청암동,286,197,64,2,2,0,0,1,20,1117057000,원효로제2동
서울특별시 용산구 원효로3가,1092,408,597,46,7,0,1,1,32,1117057000,원효로제2동
서울특별시 용산구 원효로4가,1369,708,492,76,22,4,1,2,64,1117057000,원효로제2동
서울특별시 용산구 효창동,3112,1629,1128,169,12,0,7,3,164,1117058000,효창동
서울특별시 용산구 도원동,1677,994,509,87,11,0,0,2,74,1117059000,용문동
서울특별시 용산구 용문동,1728,880,648,115,13,0,2,1,69,1117059000,용문동
서울특별시 용산구 문배동,2212,1209,788,52,27,0,1,3,132,1117056000,원효로제1동
서울특별시 용산구 신계동,1203,633,435,52,9,0,2,3,69,1117056000,원효로제1동
서울특별시 용산구 한강로1가,3651,2848,562,53,15,1,0,89,83,1117062500,한강로동
서울특별시 용산구 한강로2가,3373,1795,1247,135,28,2,2,4,160,1117062500,한강로동
서울특별시 용산구 용산동3가,199,109,68,9,2,0,1,0,10,1117062500,한강로동
서울특별시 용산구 용산동5가,1091,710,287,12,8,0,1,1,72,1117062500,한강로동
서울특별시 용산구 한강로3가,4086,2209,1460,118,45,2,1,36,215,1117062500,한강로동
서울특별시 용산구 이촌동,16134,10703,3798,360,258,1,12,20,982,1117063000,이촌제1동
서울특별시 용산구 이촌동,16134,10703,3798,360,258,1,12,20,982,1117063000,이촌제1동
서울특별시 용산구 이태원동,4857,2705,1599,275,68,6,6,7,191,1117065000,이태원제1동
서울특별시 용산구 이태원동,4857,2705,1599,275,68,6,6,7,191,1117065000,이태원제1동
서울특별시 용산구 한남동,7530,4257,2526,297,98,0,3,28,321,1117068500,한남동
서울특별시 용산구 동빙고동,2133,1167,686,152,15,0,0,5,108,1117069000,서빙고동
서울특별시 용산구 서빙고동,2207,1363,628,52,8,0,2,2,152,1117069000,서빙고동
서울특별시 용산구 주성동,271,136,95,22,1,0,0,1,16,1117069000,서빙고동
서울특별시 용산구 용산동6가,57,7,49,0,0,0,0,0,1,1117069000,서빙고동
서울특별시 용산구 보광동,3087,1576,1113,269,14,0,1,3,111,1117070000,보광동
서울특별시 성동구 상왕십리동,1196,658,424,41,5,0,0,10,58,1120053500,왕십리도선동
서울특별시 성동구 하왕십리동,9230,5158,3079,446,56,1,8,18,464,1120053500,왕십리도선동
서울특별시 성동구 하왕십리동,9230,5158,3079,446,56,1,8,18,464,1120053500,왕십리도선동
서울특별시 성동구 홍익동,1032,494,445,59,6,10,0,0,18,1120053500,왕십리도선동
서울특별시 성동구 도선동,1155,582,452,72,3,1,1,1,43,1120053500,왕십리도선동
서울특별시 성동구 마장동,8493,3279,3738,1127,102,4,3,14,226,1120054000,마장동
서울특별시 성동구 사근동,1194,553,468,129,2,0,1,0,41,1120055000,사근동
서울특별시 성동구 행당동,11999,6739,3838,612,122,13,4,37,634,1120055000,사근동
서울특별시 성동구 행당동,11999,6739,3838,612,122,13,4,37,634,1120055000,사근동
서울특별시 성동구 행당동,11999,6739,3838,612,122,13,4,37,634,1120055000,사근동
서울특별시 성동구 응봉동,4603,2561,1515,245,18,0,0,11,253,1120058000,응봉동
서울특별시 성동구 금호동1가,4842,2643,1559,361,23,2,3,16,235,1120059000,금호1가동
서울특별시 성동구 금호동2가,2960,1620,1020,137,22,1,1,5,154,1120061500,금호2.3가동
서울특별시 성동구 금호동3가,3292,1802,1135,210,14,0,1,4,126,1120061500,금호2.3가동
서울특별시 성동구 금호동4가,4545,2529,1485,210,39,0,2,15,265,1120062000,금호4가동
서울특별시 성동구 옥수동,8828,5205,2706,274,69,11,6,28,529,1120064500,옥수동
서울특별시 성동구 성수동1가,17735,10113,5068,997,616,318,9,123,491,1120065000,성수1가제1동
서울특별시 성동구 성수동1가,17735,10113,5068,997,616,318,9,123,491,1120065000,성수1가제1동
서울특별시 성동구 성수동2가,15634,7082,6263,1523,133,94,9,27,503,1120067000,성수2가제1동
서울특별시 성동구 성수동2가,15634,7082,6263,1523,133,94,9,27,503,1120067000,성수2가제1동
서울특별시 성동구 송정동,2839,1318,1145,274,14,1,0,6,81,1120079000,용답동
서울특별시 성동구 송정동,2839,1318,1145,274,14,1,0,6,81,1120079000,용답동
서울특별시 성동구 용답동,7437,3323,2831,1080,41,2,1,6,153,1120079000,용답동
서울특별시 광진구 중곡동,21656,10310,8453,2166,84,18,4,27,594,1121574000,중곡제1동
서울특별시 광진구 중곡동,21656,10310,8453,2166,84,18,4,27,594,1121574000,중곡제1동
서울특별시 광진구 중곡동,21656,10310,8453,2166,84,18,4,27,594,1121574000,중곡제1동
서울특별시 광진구 중곡동,21656,10310,8453,2166,84,18,4,27,594,1121574000,중곡제1동
서울특별시 광진구 능동,3001,1563,1082,227,16,0,1,6,106,1121578000,능동
서울특별시 광진구 구의동,22682,12117,7850,1657,103,6,15,38,896,1121585000,구의제1동
서울특별시 광진구 구의동,22682,12117,7850,1657,103,6,15,38,896,1121585000,구의제1동
서울특별시 광진구 구의동,22682,12117,7850,1657,103,6,15,38,896,1121585000,구의제1동
서울특별시 광진구 광장동,11738,7021,3489,416,54,6,4,26,722,1121581000,광장동
서울특별시 광진구 자양동,30367,14630,12164,2141,163,156,8,41,1064,1121582000,자양제1동
서울특별시 광진구 자양동,30367,14630,12164,2141,163,156,8,41,1064,1121582000,자양제1동
서울특별시 광진구 자양동,30367,14630,12164,2141,163,156,8,41,1064,1121582000,자양제1동
서울특별시 광진구 자양동,30367,14630,12164,2141,163,156,8,41,1064,1121582000,자양제1동
서울특별시 광진구 화양동,4054,2166,1341,390,25,1,3,7,121,1121571000,화양동
서울특별시 광진구 군자동,5059,2450,1901,510,26,1,4,8,159,1121573000,군자동
서울특별시 동대문구 신설동,1377,660,599,85,2,0,0,2,29,1123053600,용신동
서울특별시 동대문구 용두동,8448,4003,3504,591,62,10,2,18,258,1123053600,용신동
서울특별시 동대문구 제기동,6464,3166,2564,519,23,2,1,9,180,1123054500,제기동
서울특별시 동대문구 전농동,13211,6769,4731,1098,77,2,7,23,504,1123056000,전농제1동
서울특별시 동대문구 전농동,13211,6769,4731,1098,77,2,7,23,504,1123056000,전농제1동
서울특별시 동대문구 답십리동,18212,9249,6606,1518,102,11,6,34,686,1123060000,답십리제1동
서울특별시 동대문구 답십리동,18212,9249,6606,1518,102,11,6,34,686,1123060000,답십리제1동
